Datetime,MAX_TEMP,MIN_TEMP,MEAN_TEMP,HDD,CDD,RAIN_MM,PRECIP_MM,SNOW_CM
2012-08-19,25.5,11.0,18.87,0.0,0.87,0.0,0.0,0.0
2012-08-20,24.0,11.0,18.33,0.17,0.5,0.0,0.0,0.0
2012-08-21,25.5,9.0,18.3,0.23,0.53,0.0,0.0,0.0
2012-08-22,27.5,11.0,20.13,0.0,2.13,0.0,0.0,0.0
2012-08-23,29.5,13.5,22.2,0.0,4.2,0.0,0.0,0.0
2012-08-24,30.0,14.5,22.4,0.0,4.4,0.0,0.0,0.0
2012-08-25,31.0,15.5,23.97,0.0,5.97,0.0,0.0,0.0
2012-08-26,31.0,17.5,24.0,0.0,6.0,0.0,0.2,0.0
2012-08-27,25.5,18.7,21.87,0.0,3.87,5.2,23.47,0.0
2012-08-28,26.3,16.0,21.3,0.0,3.3,0.0,0.0,0.0
2012-08-29,24.0,9.0,17.53,0.53,0.07,0.0,0.0,0.0
2012-08-30,30.0,12.0,20.93,0.0,2.93,0.0,0.0,0.0
2012-08-31,33.0,19.5,26.17,0.0,8.17,0.0,0.0,0.0
2012-09-01,28.0,15.0,21.4,0.0,3.4,0.0,0.0,0.0
2012-09-02,28.5,16.0,22.6,0.0,4.6,0.0,0.0,0.0
2012-09-03,29.0,14.5,22.37,0.0,4.37,0.0,0.0,0.0
2012-09-04,24.3,18.0,21.07,0.0,3.07,28.7,38.4,0.0
2012-09-05,27.0,16.0,21.63,0.0,3.63,0.0,0.0,0.0
2012-09-06,28.8,19.4,23.87,0.0,5.87,0.0,0.0,0.0
2012-09-07,26.0,14.0,21.2,0.0,3.2,13.7,9.13,0.0
2012-09-08,21.9,14.5,18.0,0.17,0.17,7.8,22.53,0.0
2012-09-09,20.5,10.0,15.9,2.1,0.0,0.0,0.0,0.0
2012-09-10,21.7,8.0,15.53,2.47,0.0,0.0,0.23,0.0
2012-09-11,25.0,7.0,17.1,0.9,0.0,0.0,0.0,0.0
2012-09-12,27.0,11.0,19.93,0.0,1.93,0.0,0.0,0.0
2012-09-13,28.5,12.0,21.13,0.0,3.13,0.0,0.0,0.0
2012-09-14,20.6,12.4,16.8,1.2,0.0,6.7,9.57,0.0
2012-09-15,19.7,8.0,14.8,3.2,0.0,0.0,0.23,0.0
2012-09-16,22.5,6.5,14.63,3.37,0.0,0.0,0.37,0.0
2012-09-17,24.0,10.0,17.93,0.33,0.27,3.4,2.27,0.0
2012-09-18,20.4,8.9,15.43,2.57,0.0,5.6,9.83,0.0
2012-09-19,16.4,6.0,11.77,6.23,0.0,0.0,0.27,0.0
2012-09-20,18.7,9.0,15.17,2.83,0.0,0.2,1.37,0.0
2012-09-21,20.8,10.0,15.95,2.05,0.0,6.4,4.6,0.0
2012-09-22,18.1,9.6,13.8,4.2,0.0,0.1,10.47,0.0
2012-09-23,15.2,6.5,10.87,7.13,0.0,0.7,0.77,0.0
2012-09-24,15.7,3.0,10.1,7.9,0.0,0.0,0.37,0.0
2012-09-25,21.5,9.2,14.9,3.1,0.0,0.0,0.2,0.0
2012-09-26,18.4,9.8,14.37,3.63,0.0,0.0,0.0,0.0
2012-09-27,17.5,3.5,11.4,6.6,0.0,0.0,0.23,0.0
2012-09-28,19.0,4.0,12.9,5.1,0.0,0.0,0.3,0.0
2012-09-29,19.0,6.0,13.2,4.8,0.0,0.0,0.0,0.0
2012-09-30,17.0,8.0,13.17,4.83,0.0,0.0,0.27,0.0
2012-10-01,20.1,10.4,15.2,2.8,0.0,0.0,0.0,0.0
2012-10-02,20.5,8.5,15.57,2.43,0.0,0.0,0.0,0.0
2012-10-03,19.5,14.0,16.63,1.37,0.0,0.0,0.0,0.0
2012-10-04,24.0,13.0,18.27,0.2,0.47,0.0,0.2,0.0
2012-10-05,19.4,9.9,15.53,2.47,0.0,2.8,3.93,0.0
2012-10-06,12.4,7.0,9.57,8.43,0.0,0.0,1.07,0.0
2012-10-07,9.5,3.0,6.3,11.7,0.0,0.0,0.27,0.0
2012-10-08,13.0,0.0,7.73,10.27,0.0,0.2,0.6,0.0
2012-10-09,14.7,1.5,10.27,7.73,0.0,0.0,0.27,0.0
2012-10-10,12.5,5.0,8.77,9.23,0.0,0.8,1.37,0.0
2012-10-11,12.8,2.5,8.07,9.93,0.0,0.1,0.07,0.0
2012-10-12,9.7,1.5,5.93,12.07,0.0,0.0,0.27,0.0
2012-10-13,15.5,-3.5,5.67,12.33,0.0,4.7,8.13,0.0
2012-10-14,21.0,6.5,13.43,4.57,0.0,0.6,6.17,0.0
2012-10-15,21.0,5.8,12.53,5.47,0.0,0.4,0.37,0.0
2012-10-16,12.2,3.5,8.03,9.97,0.0,0.0,0.23,0.0
2012-10-17,17.5,2.0,10.07,7.93,0.0,1.1,2.63,0.0
2012-10-18,19.0,7.0,12.7,5.3,0.0,5.6,10.6,0.0
2012-10-19,14.5,7.9,10.83,7.17,0.0,2.5,4.17,0.0
2012-10-20,11.5,7.0,9.53,8.47,0.0,0.1,1.0,0.0
2012-10-21,17.0,6.7,12.03,5.97,0.0,0.0,0.33,0.0
2012-10-22,19.5,4.0,11.83,6.17,0.0,5.1,3.73,0.0
2012-10-23,12.7,8.9,10.43,7.57,0.0,4.1,15.73,0.0
2012-10-24,12.6,8.5,10.85,7.15,0.0,0.0,0.0,0.0
2012-10-25,23.0,10.5,15.4,2.6,0.0,0.0,0.0,0.0
2012-10-26,18.4,8.6,13.33,4.67,0.0,2.0,1.43,0.0
2012-10-27,9.9,6.1,7.8,10.2,0.0,9.1,20.83,0.0
2012-10-28,6.7,4.5,5.7,12.3,0.0,8.6,13.53,0.0
2012-10-29,8.5,3.5,6.2,11.8,0.0,5.1,14.67,0.0
2012-10-30,13.9,3.5,9.9,8.1,0.0,2.6,5.43,0.0
2012-10-31,8.9,5.5,7.53,10.47,0.0,3.8,8.47,0.0
2012-11-01,8.0,4.6,6.23,11.77,0.0,0.2,1.73,0.0
2012-11-02,5.5,1.0,3.77,14.23,0.0,0.3,0.53,0.0
2012-11-03,6.8,0.0,3.73,14.27,0.0,0.0,0.0,0.0
2012-11-04,3.0,0.0,1.8,16.2,0.0,0.0,0.0,0.0
2012-11-05,2.5,-0.8,0.97,17.03,0.0,0.0,0.0,0.0
2012-11-06,4.2,-4.5,0.73,17.27,0.0,0.0,0.23,0.0
2012-11-07,6.3,-1.0,3.23,14.77,0.0,0.0,0.0,0.0
2012-11-08,7.2,-4.5,2.47,15.53,0.0,0.0,0.37,0.0
2012-11-09,10.1,-2.0,5.2,12.8,0.0,0.3,1.13,0.0
2012-11-10,9.3,2.5,6.9,11.1,0.0,1.3,2.23,0.0
2012-11-11,17.0,6.0,12.13,5.87,0.0,0.0,0.27,0.0
2012-11-12,18.5,3.8,11.13,6.87,0.0,3.2,6.9,0.0
2012-11-13,4.6,1.0,2.97,15.03,0.0,0.0,0.0,0.0
2012-11-14,7.1,1.0,4.0,14.0,0.0,0.0,0.27,0.0
2012-11-15,7.5,-2.0,3.7,14.3,0.0,0.0,0.27,0.0
2012-11-16,10.0,-4.0,4.27,13.73,0.0,0.0,0.27,0.0
2012-11-17,9.8,-2.0,5.17,12.83,0.0,0.0,0.0,0.0
2012-11-18,9.8,-1.5,5.97,12.03,0.0,0.0,0.33,0.0
2012-11-19,9.5,1.0,6.0,12.0,0.0,0.0,0.0,0.0
2012-11-20,10.2,0.5,6.33,11.67,0.0,0.0,0.27,0.0
2012-11-21,11.0,1.0,5.77,12.23,0.0,0.0,0.1,0.0
2012-11-22,14.5,-0.5,8.5,9.5,0.0,0.0,0.23,0.0
2012-11-23,12.0,1.4,7.4,10.6,0.0,0.2,0.4,0.0
2012-11-24,4.3,-2.5,1.33,16.67,0.0,0.0,0.73,0.0
2012-11-25,3.8,-2.0,1.2,16.8,0.0,0.0,0.43,0.0
2012-11-26,4.3,-0.6,1.6,16.4,0.0,0.0,0.3,0.0
2012-11-27,4.1,-1.5,1.27,16.73,0.0,0.0,0.3,0.0
2012-11-28,4.6,-3.5,1.43,16.57,0.0,0.0,0.23,0.0
2012-11-29,8.7,-2.5,3.43,14.57,0.0,0.0,0.2,0.0
2012-11-30,0.7,-6.0,-2.93,20.93,0.0,0.0,0.27,0.0
2012-12-01,9.0,-6.5,1.07,16.93,0.0,3.9,3.03,0.0
2012-12-02,12.0,-0.5,7.63,10.37,0.0,3.7,11.37,0.0
2012-12-03,11.5,2.0,6.4,11.6,0.0,0.0,0.2,0.0
2012-12-04,16.0,5.5,10.27,7.73,0.0,2.0,3.97,0.0
2012-12-05,6.6,-3.0,1.27,16.73,0.0,0.0,0.07,0.0
2012-12-06,4.6,-8.5,-1.0,19.0,0.0,0.0,0.33,0.0
2012-12-07,7.5,-1.0,4.2,13.8,0.0,0.6,0.97,0.0
2012-12-08,8.0,-0.1,4.0,14.0,0.0,1.1,2.63,0.0
2012-12-09,4.9,-4.5,0.73,17.27,0.0,3.4,6.9,0.0
2012-12-10,6.1,-2.5,2.1,15.9,0.0,0.0,3.77,0.0
2012-12-11,2.0,-6.0,-1.7,19.7,0.0,0.0,0.23,0.0
2012-12-12,4.9,-4.0,1.43,16.57,0.0,0.0,0.23,0.0
2012-12-13,6.9,-5.0,2.47,15.53,0.0,0.0,0.23,0.0
2012-12-14,7.8,-0.8,3.87,14.13,0.0,0.0,0.27,0.0
2012-12-15,4.0,-4.0,1.27,16.73,0.0,0.2,0.13,0.0
2012-12-16,10.0,-1.0,5.2,12.8,0.0,3.7,6.53,0.0
2012-12-17,9.3,5.5,7.1,10.9,0.0,0.2,0.13,0.0
2012-12-18,8.4,1.5,5.33,12.67,0.0,0.0,0.23,0.0
2012-12-19,7.5,-1.0,3.3,14.7,0.0,0.0,0.0,0.0
2012-12-20,5.5,-4.5,1.45,16.55,0.0,7.4,9.07,0.0
2012-12-21,6.5,-0.6,2.77,15.23,0.0,0.0,2.07,0.0
2012-12-22,2.3,-4.0,-0.53,18.53,0.0,0.0,0.23,1.0
2012-12-23,3.1,-2.0,0.37,17.63,0.0,0.0,0.53,0.0
2012-12-24,2.5,-5.5,-0.63,18.63,0.0,0.0,0.33,0.0
2012-12-25,1.7,-2.5,0.03,17.97,0.0,0.0,0.47,0.0
2012-12-26,0.0,-6.0,-4.0,22.0,0.0,0.0,7.57,0.0
2012-12-27,-2.7,-7.0,-4.7,22.7,0.0,0.0,2.2,14.5
2012-12-28,-2.0,-9.0,-4.6,22.6,0.0,0.0,0.7,13.0
2012-12-29,-2.2,-5.5,-3.53,21.53,0.0,0.0,2.1,13.5
2012-12-30,0.5,-9.0,-3.77,21.77,0.0,0.0,0.4,14.0
2012-12-31,1.7,-5.0,-1.47,19.47,0.0,0.0,0.3,12.0
2013-01-01,-0.8,-8.0,-4.57,22.57,0.0,0.0,0.23,10.5
2013-01-02,-1.1,-13.0,-4.9,22.9,0.0,0.0,0.27,8.5
2013-01-03,-0.5,-9.5,-4.3,22.3,0.0,0.0,0.93,11.5
2013-01-04,0.3,-3.0,-1.1,19.1,0.0,0.0,0.0,10.5
2013-01-05,3.1,-2.5,0.8,17.2,0.0,0.0,0.4,10.0
2013-01-06,3.2,-3.6,0.0,18.0,0.0,0.0,0.2,8.0
2013-01-07,2.1,-8.5,-2.6,20.6,0.0,0.0,0.37,5.5
2013-01-08,3.5,-1.5,1.43,16.57,0.0,0.0,0.43,5.5
2013-01-09,7.4,-5.5,2.9,15.1,0.0,0.0,0.17,5.0
2013-01-10,6.6,1.0,3.97,14.03,0.0,0.8,1.0,2.5
2013-01-11,8.1,-0.5,4.43,13.57,0.0,2.1,3.67,0.5
2013-01-12,14.0,2.9,8.5,9.5,0.0,12.1,8.27,0.0
2013-01-13,14.7,5.1,9.97,8.03,0.0,2.9,22.4,0.0
2013-01-14,5.4,-2.4,0.77,17.23,0.0,0.0,1.03,0.0
2013-01-15,1.4,-4.5,-1.3,19.3,0.0,0.0,0.2,0.0
2013-01-16,3.7,-5.0,0.27,17.73,0.0,0.0,0.0,0.0
2013-01-17,2.2,-10.3,-5.2,23.2,0.0,0.0,0.4,0.0
2013-01-18,3.0,-14.0,-4.6,22.6,0.0,0.0,1.3,0.5
2013-01-19,8.3,-6.0,3.47,14.53,0.0,0.2,0.6,1.5
2013-01-20,7.9,-7.6,-1.53,19.53,0.0,0.0,0.5,0.0
2013-01-21,-5.1,-11.1,-7.97,25.97,0.0,0.0,0.27,0.5
2013-01-22,-10.3,-15.0,-12.83,30.83,0.0,0.0,1.37,1.0
2013-01-23,-8.7,-21.0,-13.9,31.9,0.0,0.0,0.43,2.5
2013-01-24,-8.9,-16.0,-12.17,30.17,0.0,0.0,0.17,2.5
2013-01-25,-7.1,-15.5,-10.63,28.63,0.0,0.0,1.83,2.5
2013-01-26,-1.8,-12.0,-6.37,24.37,0.0,0.0,0.7,6.0
2013-01-27,-0.6,-14.5,-6.37,24.37,0.0,0.2,2.37,5.5
2013-01-28,3.8,-3.0,0.63,17.37,0.0,0.8,6.93,10.0
2013-01-29,9.5,0.0,3.93,14.07,0.0,4.6,13.8,5.5
2013-01-30,13.5,0.5,8.07,9.93,0.0,1.9,3.03,0.5
2013-01-31,8.1,-6.0,-0.67,18.67,0.0,0.0,0.87,0.0
2013-02-01,-5.0,-11.0,-7.53,25.53,0.0,0.0,0.1,0.5
2013-02-02,-4.4,-10.5,-7.07,25.07,0.0,0.0,0.07,1.0
2013-02-03,-3.5,-16.0,-7.9,25.9,0.0,0.0,0.33,1.0
2013-02-04,-3.9,-10.8,-7.67,25.67,0.0,0.0,0.27,1.0
2013-02-05,-2.5,-13.5,-7.17,25.17,0.0,0.0,0.07,1.0
2013-02-06,-2.1,-9.0,-4.93,22.93,0.0,0.0,0.17,1.0
2013-02-07,-0.8,-10.5,-4.97,22.97,0.0,0.0,5.7,1.0
2013-02-08,-4.0,-9.0,-7.03,25.03,0.0,0.0,16.9,10.5
2013-02-09,-2.0,-14.0,-7.23,25.23,0.0,0.0,0.47,29.0
2013-02-10,3.0,-17.0,-4.63,22.63,0.0,3.3,2.67,27.0
2013-02-11,8.0,-2.0,3.93,14.07,0.0,0.4,4.4,24.5
2013-02-12,3.5,-0.6,1.3,16.7,0.0,0.0,0.07,16.0
2013-02-13,2.1,-3.2,-0.77,18.77,0.0,0.0,0.0,14.5
2013-02-14,2.9,-7.0,-0.67,18.67,0.0,0.8,3.4,14.0
2013-02-15,3.0,-5.5,-1.43,19.43,0.0,0.0,0.0,14.0
2013-02-16,-1.4,-12.0,-5.53,23.53,0.0,0.0,2.07,13.5
2013-02-17,-6.9,-17.0,-11.3,29.3,0.0,0.0,0.2,18.5
2013-02-18,3.5,-18.5,-6.2,24.2,0.0,2.6,2.5,16.0
2013-02-19,4.6,-4.5,0.17,17.83,0.0,1.6,7.9,14.0
2013-02-20,-3.7,-8.0,-5.63,23.63,0.0,0.0,0.0,13.0
2013-02-21,-3.0,-14.0,-8.0,26.0,0.0,0.0,0.0,12.5
2013-02-22,2.4,-11.0,-3.37,21.37,0.0,0.1,1.1,11.5
2013-02-23,3.3,-2.0,1.1,16.9,0.0,0.0,0.4,9.5
2013-02-24,2.7,-3.5,-0.03,18.03,0.0,0.0,1.1,9.5
2013-02-25,3.0,-1.0,1.13,16.87,0.0,0.0,0.0,10.5
2013-02-26,4.2,-2.5,1.63,16.37,0.0,1.6,22.23,10.0
2013-02-27,2.1,0.0,1.15,16.85,0.0,1.4,15.07,16.5
2013-02-28,4.0,-0.5,1.8,16.2,0.0,0.5,3.9,21.5
2013-03-01,-0.3,-5.7,-2.97,20.97,0.0,0.0,0.0,18.0
2013-03-02,-1.9,-8.5,-5.23,23.23,0.0,0.0,0.1,18.0
2013-03-03,-2.8,-9.0,-5.6,23.6,0.0,0.0,0.17,17.0
2013-03-04,0.4,-9.0,-3.7,21.7,0.0,0.0,0.07,16.0
2013-03-05,0.8,-8.5,-3.0,21.0,0.0,0.0,0.33,16.0
2013-03-06,5.4,-4.0,1.53,16.47,0.0,0.2,0.2,16.0
2013-03-07,5.2,0.0,2.7,15.3,0.0,0.0,1.7,15.0
2013-03-08,6.5,0.0,3.5,14.5,0.0,0.0,0.23,15.0
2013-03-09,7.0,-3.5,2.3,15.7,0.0,0.0,0.37,13.5
2013-03-10,13.3,1.0,7.1,10.9,0.0,0.3,0.47,10.0
2013-03-11,11.3,3.0,7.07,10.93,0.0,4.3,6.3,6.5
2013-03-12,6.0,0.9,3.17,14.83,0.0,0.0,0.63,5.0
2013-03-13,2.6,-6.8,-1.33,19.33,0.0,0.0,1.03,4.0
2013-03-14,1.4,-8.5,-3.33,21.33,0.0,0.0,0.0,4.0
2013-03-15,6.4,-5.0,1.4,16.6,0.0,0.0,0.0,4.0
2013-03-16,-1.5,-7.0,-3.7,21.7,0.0,0.0,0.7,3.0
2013-03-17,-0.4,-8.0,-3.63,21.63,0.0,0.0,0.0,3.0
2013-03-18,2.0,-10.0,-2.77,20.77,0.0,1.0,5.53,2.0
2013-03-19,3.0,-3.6,-0.37,18.37,0.0,0.0,0.9,2.5
2013-03-20,1.1,-5.3,-2.37,20.37,0.0,0.0,0.43,3.0
2013-03-21,0.2,-8.5,-3.53,21.53,0.0,0.0,0.67,2.5
2013-03-22,3.5,-5.0,-0.33,18.33,0.0,0.0,0.0,3.5
2013-03-23,6.1,-3.0,1.97,16.03,0.0,0.0,0.1,3.0
2013-03-24,5.1,-5.5,0.47,17.53,0.0,0.0,0.1,3.0
2013-03-25,6.4,-1.5,3.13,14.87,0.0,0.0,0.07,2.5
2013-03-26,10.7,1.5,5.93,12.07,0.0,0.0,0.0,1.5
2013-03-27,8.3,0.5,4.53,13.47,0.0,0.1,0.27,0.5
2013-03-28,7.9,0.0,4.2,13.8,0.0,0.0,0.0,0.0
2013-03-29,12.7,1.5,7.4,10.6,0.0,0.0,0.0,0.0
2013-03-30,12.0,-4.0,5.0,13.0,0.0,0.0,0.07,0.0
2013-03-31,12.5,0.5,6.87,11.13,0.0,0.9,1.43,0.0
2013-04-01,6.9,-3.6,0.83,17.17,0.0,0.0,0.17,0.0
2013-04-02,3.2,-6.0,-1.03,19.03,0.0,0.0,0.0,0.0
2013-04-03,4.2,-5.5,-0.3,18.3,0.0,0.0,0.0,0.0
2013-04-04,10.0,-5.5,2.67,15.33,0.0,0.0,0.0,0.0
2013-04-05,6.6,-1.1,2.67,15.33,0.0,0.0,0.0,0.0
2013-04-06,6.0,-7.5,0.57,17.43,0.0,0.0,0.37,0.0
2013-04-07,17.9,1.0,10.07,7.93,0.0,0.25,0.17,0.0
2013-04-08,10.0,3.0,6.4,11.6,0.0,6.3,10.97,0.0
2013-04-09,14.0,4.0,8.73,9.27,0.0,7.7,17.2,0.0
2013-04-10,8.5,4.5,6.3,11.7,0.0,7.1,11.3,0.0
2013-04-11,5.8,-2.0,1.77,16.23,0.0,5.5,11.4,0.0
2013-04-12,6.7,-0.5,3.2,14.8,0.0,4.6,16.77,1.0
2013-04-13,7.1,2.7,4.9,13.1,0.0,1.4,2.1,0.0
2013-04-14,9.4,0.0,4.6,13.4,0.0,0.0,0.3,0.0
2013-04-15,13.5,1.5,7.47,10.53,0.0,0.0,0.13,0.0
2013-04-16,15.0,6.0,11.07,6.93,0.0,0.1,0.17,0.0
2013-04-17,13.5,1.0,6.93,11.07,0.0,2.5,2.27,0.0
2013-04-18,23.0,4.5,13.07,4.93,0.0,1.0,4.13,0.0
2013-04-19,18.6,4.7,12.3,5.7,0.0,1.1,2.47,0.0
2013-04-20,5.7,-0.6,2.07,15.93,0.0,0.0,0.2,0.0
2013-04-21,6.5,-4.0,1.8,16.2,0.0,0.0,0.1,0.0
2013-04-22,12.5,-1.0,6.4,11.6,0.0,0.0,0.23,0.0
2013-04-23,12.0,0.0,7.4,10.6,0.0,0.0,0.23,0.0
2013-04-24,13.1,2.7,8.1,9.9,0.0,7.0,15.23,0.0
2013-04-25,11.0,-1.5,5.63,12.37,0.0,0.2,0.7,0.0
2013-04-26,13.0,-1.0,6.77,11.23,0.0,0.0,0.23,0.0
2013-04-27,19.0,3.4,10.23,7.77,0.0,0.0,0.3,0.0
2013-04-28,20.0,4.0,12.67,5.33,0.0,3.9,10.07,0.0
2013-04-29,14.0,7.3,10.1,7.9,0.0,0.5,2.07,0.0
2013-04-30,21.0,8.6,14.37,3.63,0.0,0.0,0.07,0.0
2013-05-01,23.5,10.1,16.23,1.77,0.0,0.0,0.17,0.0
2013-05-02,23.0,8.0,15.17,2.83,0.0,0.0,0.17,0.0
2013-05-03,23.5,8.0,16.27,1.73,0.0,0.0,0.1,0.0
2013-05-04,22.0,8.5,14.87,3.13,0.0,0.0,0.07,0.0
2013-05-05,25.0,8.0,17.0,1.1,0.1,0.0,0.1,0.0
2013-05-06,24.0,6.5,15.43,2.57,0.0,0.0,0.0,0.0
2013-05-07,25.5,6.0,16.53,1.53,0.07,0.0,0.13,0.0
2013-05-08,22.5,10.5,17.03,1.33,0.37,0.0,0.07,0.0
2013-05-09,25.5,11.3,17.97,0.93,0.9,0.2,0.93,0.0
2013-05-10,15.5,8.5,12.2,5.8,0.0,7.0,21.73,0.0
2013-05-11,15.5,6.0,10.3,7.7,0.0,0.0,0.1,0.0
2013-05-12,9.7,2.5,6.17,11.83,0.0,0.8,2.1,0.0
2013-05-13,11.8,1.5,6.87,11.13,0.0,0.0,0.17,0.0
2013-05-14,13.5,0.5,7.77,10.23,0.0,0.9,0.6,0.0
2013-05-15,25.5,6.0,15.9,2.1,0.0,0.1,0.97,0.0
2013-05-16,23.7,8.3,16.33,1.67,0.0,0.0,0.33,0.0
2013-05-17,19.0,4.0,12.57,5.43,0.0,0.0,0.23,0.0
2013-05-18,25.5,5.5,14.67,3.33,0.0,0.0,0.07,0.0
2013-05-19,25.0,9.4,16.23,1.87,0.1,0.0,0.0,0.0
2013-05-20,28.0,9.6,18.57,1.03,1.6,4.1,7.1,0.0
2013-05-21,27.0,12.2,18.47,0.77,1.23,3.7,4.07,0.0
2013-05-22,27.0,14.0,20.2,0.0,2.2,1.6,1.77,0.0
2013-05-23,23.5,4.9,15.13,2.87,0.0,1.4,1.63,0.0
2013-05-24,12.3,3.0,8.07,9.93,0.0,0.0,0.17,0.0
2013-05-25,15.0,3.0,9.6,8.4,0.0,0.0,0.0,0.0
2013-05-26,17.8,5.0,11.93,6.07,0.0,0.0,0.13,0.0
2013-05-27,23.0,2.5,13.17,4.83,0.0,0.2,0.4,0.0
2013-05-28,17.0,9.5,12.97,5.03,0.0,27.3,41.13,0.0
2013-05-29,27.3,11.5,20.2,0.0,2.2,0.5,6.93,0.0
2013-05-30,30.0,13.1,22.37,0.0,4.37,0.0,0.0,0.0
2013-05-31,30.0,14.8,22.43,0.0,4.43,0.8,1.77,0.0
2013-06-01,26.9,14.9,21.3,0.0,3.3,3.9,2.77,0.0
2013-06-02,24.5,9.8,17.93,1.17,1.1,2.2,7.67,0.0
2013-06-03,18.5,6.5,12.83,5.17,0.0,0.0,0.1,0.0
2013-06-04,20.5,7.5,14.1,3.9,0.0,0.0,0.1,0.0
2013-06-05,18.0,12.0,15.4,2.6,0.0,0.0,0.07,0.0
2013-06-06,15.5,11.5,13.63,4.37,0.0,3.8,7.47,0.0
2013-06-07,16.5,11.5,14.27,3.73,0.0,0.0,0.3,0.0
2013-06-08,20.5,13.5,16.83,1.17,0.0,0.0,0.0,0.0
2013-06-09,24.0,9.5,16.93,1.07,0.0,0.0,0.07,0.0
2013-06-10,17.6,13.8,15.9,2.1,0.0,19.5,29.5,0.0
2013-06-11,24.3,12.3,19.27,0.0,1.27,0.1,1.77,0.0
2013-06-12,24.0,12.0,17.67,0.53,0.2,0.6,0.4,0.0
2013-06-13,22.5,14.0,18.17,0.1,0.27,16.8,16.47,0.0
2013-06-14,24.2,14.0,19.3,0.0,1.3,0.0,0.17,0.0
2013-06-15,26.0,12.2,18.5,0.03,0.53,1.6,1.07,0.0
2013-06-16,26.5,14.0,20.7,0.0,2.7,4.4,14.4,0.0
2013-06-17,26.0,14.5,20.2,0.0,2.2,6.6,4.4,0.0
2013-06-18,22.5,12.0,16.83,1.17,0.0,0.0,0.0,0.0
2013-06-19,20.5,9.0,15.37,2.63,0.0,0.0,0.0,0.0
2013-06-20,24.0,8.0,16.4,1.6,0.0,0.0,0.0,0.0
2013-06-21,27.0,11.0,19.5,0.0,1.5,0.0,0.0,0.0
2013-06-22,26.8,15.0,21.07,0.0,3.07,7.5,10.67,0.0
2013-06-23,32.5,17.2,24.47,0.0,6.47,0.0,0.43,0.0
2013-06-24,32.3,19.2,25.6,0.0,7.6,0.6,2.97,0.0
2013-06-25,28.5,18.6,24.2,0.0,6.2,0.5,3.47,0.0
2013-06-26,31.0,17.4,24.03,0.0,6.03,0.0,0.0,0.0
2013-06-27,24.5,17.5,21.17,0.0,3.17,0.2,0.13,0.0
2013-06-28,21.5,17.5,19.5,0.0,1.5,1.9,15.5,0.0
2013-06-29,25.5,17.0,20.63,0.0,2.63,0.0,0.07,0.0
2013-06-30,25.5,14.5,20.07,0.0,2.07,0.0,0.0,0.0
2013-07-01,24.2,16.5,20.83,0.0,2.83,0.0,0.0,0.0
2013-07-02,25.0,16.0,19.87,0.0,1.87,0.0,0.0,0.0
2013-07-03,29.5,16.5,21.75,0.0,3.75,1.3,7.07,0.0
2013-07-04,28.0,19.8,23.37,0.0,5.37,0.4,0.83,0.0
2013-07-05,25.0,20.1,22.67,0.0,4.67,9.5,12.27,0.0
2013-07-06,29.0,18.0,23.83,0.0,5.83,3.1,2.4,0.0
2013-07-07,28.0,21.0,23.93,0.0,5.93,2.6,25.2,0.0
2013-07-08,30.5,19.0,24.8,0.0,6.8,32.9,82.7,0.0
2013-07-09,25.2,20.0,22.63,0.0,4.63,0.4,0.53,0.0
2013-07-10,31.6,18.3,25.33,0.0,7.33,0.0,0.37,0.0
2013-07-11,25.0,15.5,20.6,0.0,2.6,0.0,0.13,0.0
2013-07-12,26.0,15.0,20.67,0.0,2.67,0.0,0.0,0.0
2013-07-13,28.0,14.0,21.53,0.0,3.53,0.0,0.0,0.0
2013-07-14,31.0,17.5,24.57,0.0,6.57,0.0,0.07,0.0
2013-07-15,32.5,19.5,26.37,0.0,8.37,0.0,0.2,0.0
2013-07-16,33.5,21.5,27.27,0.0,9.27,0.0,0.13,0.0
2013-07-17,35.4,23.0,29.57,0.0,11.57,0.0,0.0,0.0
2013-07-18,33.9,23.9,29.1,0.0,11.1,0.0,0.0,0.0
2013-07-19,34.7,19.2,27.33,0.0,9.33,12.3,13.37,0.0
2013-07-20,30.0,17.9,24.77,0.0,6.77,0.0,0.73,0.0
2013-07-21,24.0,15.5,19.63,0.0,1.63,0.0,0.0,0.0
2013-07-22,24.5,14.0,20.13,0.0,2.13,0.0,0.0,0.0
2013-07-23,28.0,15.0,21.87,0.0,3.87,0.3,0.2,0.0
2013-07-24,21.5,13.0,17.5,0.5,0.0,0.0,0.07,0.0
2013-07-25,24.5,11.0,18.1,0.07,0.17,0.0,0.07,0.0
2013-07-26,24.0,11.0,18.83,0.17,1.0,0.0,0.0,0.0
2013-07-27,23.0,14.5,19.97,0.0,1.97,3.0,14.73,0.0
2013-07-28,22.7,15.8,19.37,0.0,1.37,0.0,0.07,0.0
2013-07-29,21.8,13.0,17.75,0.35,0.1,0.5,0.33,0.0
2013-07-30,25.0,12.0,18.8,0.0,0.8,0.0,0.1,0.0
2013-07-31,25.1,12.5,19.3,0.0,1.3,22.7,21.1,0.0
2013-08-01,26.8,16.0,21.4,0.0,3.4,0.0,12.33,0.0
2013-08-02,25.9,13.0,20.13,0.0,2.13,0.1,4.87,0.0
2013-08-03,25.4,14.5,20.2,0.0,2.2,0.0,0.0,0.0
2013-08-04,26.0,14.0,19.33,0.0,1.33,0.0,0.07,0.0
